player_id,combat_type,name,base_id,tags,alignment,stars,zeta_count,relic_level,ship_level,completion_percent,is_galactic_legend,has_ultimate,is_capital_ship,unit_url,image_url
848865876,characters,Jedi Master Luke Skywalker,GRANDMASTERLUKE,"Galactic Legend,Leader,Jedi",2,7,6.0,9.0,,94.0,True,True,False,https://swgoh.gg/p/848865876/unit/GRANDMASTERLUKE/,https://game-assets.swgoh.gg/textures/tex.charui_luke_jml.png
848865876,characters,Leia Organa,GLLEIA,"Galactic Legend,Leader,Rebel",2,7,6.0,7.0,,86.0,True,True,False,https://swgoh.gg/p/848865876/unit/GLLEIA/,https://game-assets.swgoh.gg/textures/tex.charui_leiaendor.png
848865876,characters,Supreme Leader Kylo Ren,SUPREMELEADERKYLOREN,"Leader,First Order,Galactic Legend,Unaligned Force User",3,7,6.0,7.0,,86.0,True,True,False,https://swgoh.gg/p/848865876/unit/SUPREMELEADERKYLOREN/,https://game-assets.swgoh.gg/textures/tex.charui_kyloren_tros.png
848865876,characters,Jedi Master Kenobi,JEDIMASTERKENOBI,"Leader,Galactic Legend,Galactic Republic,Jedi",2,7,6.0,7.0,,86.0,True,True,False,https://swgoh.gg/p/848865876/unit/JEDIMASTERKENOBI/,https://game-assets.swgoh.gg/textures/tex.charui_globiwan.png
848865876,characters,Darth Revan,DARTHREVAN,"Leader,Sith,Sith Empire,Fleet Commander",3,7,3.0,9.0,,92.0,False,False,False,https://swgoh.gg/p/848865876/unit/DARTHREVAN/,https://game-assets.swgoh.gg/textures/tex.charui_sithrevan.png
848865876,characters,Admiral Piett,ADMIRALPIETT,"Leader,Empire,Imperial Trooper,Fleet Commander",3,7,2.0,9.0,,92.0,False,False,False,https://swgoh.gg/p/848865876/unit/ADMIRALPIETT/,https://game-assets.swgoh.gg/textures/tex.charui_piett.png
848865876,characters,Darth Malak,DARTHMALAK,"Sith,Sith Empire",3,7,2.0,9.0,,91.0,False,False,False,https://swgoh.gg/p/848865876/unit/DARTHMALAK/,https://game-assets.swgoh.gg/textures/tex.charui_darthmalak.png
848865876,characters,Darth Vader,VADER,"Leader,Empire,Sith",3,7,3.0,7.0,,81.0,False,False,False,https://swgoh.gg/p/848865876/unit/VADER/,https://game-assets.swgoh.gg/textures/tex.charui_vader.png
848865876,characters,Grand Inquisitor,GRANDINQUISITOR,"Leader,Empire,Inquisitorius,Unaligned Force User",3,7,3.0,7.0,,81.0,False,False,False,https://swgoh.gg/p/848865876/unit/GRANDINQUISITOR/,https://game-assets.swgoh.gg/textures/tex.charui_grandinquisitor.png
848865876,characters,Commander Luke Skywalker,COMMANDERLUKESKYWALKER,"Leader,Rebel,Unaligned Force User",2,7,3.0,7.0,,81.0,False,False,False,https://swgoh.gg/p/848865876/unit/COMMANDERLUKESKYWALKER/,https://game-assets.swgoh.gg/textures/tex.charui_lukebespin.png
848865876,characters,Third Sister,THIRDSISTER,"Leader,Empire,Inquisitorius,Unaligned Force User",3,7,3.0,7.0,,81.0,False,False,False,https://swgoh.gg/p/848865876/unit/THIRDSISTER/,https://game-assets.swgoh.gg/textures/tex.charui_thirdsister.png
